41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,4,2,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,4,41,41,41,41,41,41,2,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,6,8,41,41,41,6,24,24,24,24,24,8,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,23,24,24,24,25,41,41,41,41,41,23,24,24,8,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41,41,41,41,23,24,24,8,41,6,24,24,24,24,24,24,24,24,24,24,24,8,41,41,41,41,41,41,41,41,2,41,41,41
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,23,24,25,41,41,41,41,41,41,41,41,41,41,41,23,8,41,41,41,41,41,41,41,41,41,41,41
41,2,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,13,41,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41,41,41,41,33,34,35,41,41,41,41,41,41,0,1,1,2,41,41,41,41,41,23,8,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,15,41,41,41,41,41,41,0,2,41,41,41,41,33,52,44,45,41,41,41,41,0,1,82,11,11,12,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,26,5,41,41,41,41,0,82,12,41,41,41,33,52,41,30,55,41,0,1,81,82,11,11,11,11,12,41,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,15,41,41,41,41,10,11,12,41,41,41,43,44,30,55,41,0,82,11,11,11,11,11,11,60,22,41,41,41,41,41,41,23,8,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,15,41,41,41,41,10,11,12,41,41,41,53,54,55,41,0,60,61,61,62,11,11,11,60,22,41,41,41,41,41,41,41,41,18,41,41,41,41,41,41,2,41,41
41,41,41,41,41,41,41,41,41,15,41,41,41,0,82,11,12,41,41,41,41,41,41,41,72,70,71,0,82,11,11,60,22,41,41,41,41,41,41,41,41,41,18,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,15,41,41,41,10,11,11,80,1,2,41,41,41,41,0,82,80,1,82,11,60,21,22,41,41,0,1,2,41,41,41,41,41,15,41,41,41,41,41,41,41,41,41
41,41,41,41,41,41,41,41,41,15,41,41,41,10,11,11,11,11,80,2,41,41,41,10,11,11,11,11,11,12,41,41,41,41,20,62,80,81,81,2,41,3,28,41,41,41,41,41,41,41,41,41
